id,body_region,quality,severity,days_since_onset,context_notes,exercise_title,exercise_steps,education_prompt,risk_neuro,risk_recent_trauma,source,created_at
06626,wrist,burning,8,35,"appears when I worry, comes and goes. Region: wrist, quality: burning.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506410Z
06627,ankle,tightness,10,30,"eases with heat, radiates a little. Region: ankle, quality: tightness.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506422Z
06628,lower_back,shooting,3,23,"appears during heavy lifting, eases after stretching. Region: lower back, quality: shooting.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.506430Z
06629,knee,shooting,10,36,"worse in cold weather, moves around. Region: knee, quality: shooting.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506441Z
06630,wrist,dull,6,14,"improves with gentle movement, eases with rest. Region: wrist, quality: dull.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506481Z
06631,hand,stabbing,8,49,"worse in cold weather, moves around. Region: hand, quality: stabbing.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Movement within a comfortable range reassures the brain and builds confidence.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.506496Z
06632,lower_back,electric,1,24,"flares after poor sleep, feels tight then releases. Region: lower back, quality: electric.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506505Z
06633,chest,pulling,3,20,"improves with gentle movement, stays in one spot. Region: chest, quality: pulling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.506513Z
06634,jaw,burning,10,23,"appears during heavy lifting, radiates a little. Region: jaw, quality: burning.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506523Z
06635,shoulder,stiffness,2,30,"after long standing, stays in one spot. Region: shoulder, quality: stiffness.",Micro-movements,Gently nod yes/no in a tiny range | Match the motion to your breath | Keep attention on sensations | Stop if sharper pain appears,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506531Z
06636,mid_back,dull,1,39,"worse in cold weather, eases after stretching. Region: mid back, quality: dull.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506541Z
06637,hand,cramping,7,27,"flares after poor sleep, feels tight then releases. Region: hand, quality: cramping.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506555Z
06638,head,cramping,10,18,"worse in cold weather, moves around. Region: head, quality: cramping.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506567Z
06639,foot,tightness,7,15,"on stressful days, lingers most of the day. Region: foot, quality: tightness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506582Z
06640,lower_back,pressure,3,25,"follows long car rides, radiates a little. Region: lower back, quality: pressure.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506595Z
06641,upper_back,tingling,7,54,"worse after sitting long, comes and goes. Region: upper back, quality: tingling.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506609Z
06642,hand,tightness,9,69,"worse in cold weather, comes and goes. Region: hand, quality: tightness.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506620Z
06643,jaw,pressure,8,20,"more noticeable in the morning, stays in one spot. Region: jaw, quality: pressure.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506629Z
06644,wrist,stabbing,7,31,"worse after sitting long, spikes then fades. Region: wrist, quality: stabbing.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506637Z
06645,chest,pulling,4,11,"worse after screens, comes and goes. Region: chest, quality: pulling.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506646Z
06646,lower_back,stabbing,10,10,"eases with heat, spikes then fades. Region: lower back, quality: stabbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506655Z
06647,hand,pulling,8,7,"appears when I worry, eases with rest. Region: hand, quality: pulling.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506664Z
06648,knee,electric,9,19,"more noticeable in the morning, pulses with breath. Region: knee, quality: electric.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.506672Z
06649,elbow,tingling,1,24,"after long standing, feels tight then releases. Region: elbow, quality: tingling.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506681Z
06650,wrist,throbbing,4,16,"better after a walk, eases with rest. Region: wrist, quality: throbbing.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506689Z
06651,foot,shooting,2,45,"appears during heavy lifting, spikes then fades. Region: foot, quality: shooting.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.506696Z
06652,jaw,stiffness,5,15,"better when distracted, eases with rest. Region: jaw, quality: stiffness.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.506705Z
